Address,Description,ID,N_rooms,Payment,Postal,Posting_info,Square,Title,Town,Type,URL,image_urls
Maulbeerstrasse ,"By appointment, we rent this bright, spacious apartment with the following advantages: - Kitchen with plate floor - glass ceramic, dishwasher and refrigerator with a sep.Balcony Please note that it is just a model photos that represent the expansion standard.Are you looking for this perfectly located apartment?So they do not hesitate and still make a viewing date today.",10004423332,3.5,1625.0,4058.0,11.07.2022,81.0,Generous and modern = rent my new home in Basel - Jennifer Senn - Tutti.ch,basel,Rental offers,https://www.tutti.ch/de/vi/basel/kleinbasel/immobilien/wohnungen/grosszuegig-modern-mein-neues-zuhause/10004423332,"https://c.tutti.ch/images/1000025084974.jpg,https://c.tutti.ch/images/1000025084978.jpg,https://c.tutti.ch/images/1000025084976.jpg,https://c.tutti.ch/images/1000025084977.jpg,https://c.tutti.ch/images/1000025084975.jpg,https://c.tutti.ch/images/1000025084974.jpg"
Hegenheimerstrasse ,"As of December 1, 2022 or by appointment, we rent this totally renovated 3.5 room apartment on the 3rd floor (with lift). The apartment awaits you with the following advantages: -large entrance area with video interpretation system -living -dining area with long -strange oak parquet -high -quality kitchen with cooking island, combination device baking/steaming, induction hob, GWM and lots of storage space -2 rooms with long -strap -oak parquet -modern bathroom with shower , Bathtub and its own washing tower -side -side balcony towards the south -cellar compartment The whole apartment has electronically controllable slat gates. The heating is via district heating. If necessary, a garage can be rented for CHF 180.00. The ""Hegenheimerstrasse"" tram stop is less than a two -minute walk from the property, which ensures the connection to the inner city as well as the adjacent aglomerations. Would you like to have this unique rental property convinced yourself? We are looking forward to your contact!",10004423456,3.5,2230.0,4055.0,11.07.2022,70.0,Rent totally renovated 3.5 room apartment in Basel - Nicolas Lengacher - Tutti.ch,basel,Rental offers,https://www.tutti.ch/de/vi/basel/grossbasel/immobilien/wohnungen/total-sanierte-3-5-zimmerwohnung/10004423456,"https://c.tutti.ch/images/1000025095750.jpg,https://c.tutti.ch/images/1000025085652.jpg,https://c.tutti.ch/images/1000025085651.jpg,https://c.tutti.ch/images/1000025085655.jpg,https://c.tutti.ch/images/1000025085653.jpg,https://c.tutti.ch/images/1000025095750.jpg"
Gundeldingerrain ,"Enjoy your new terrace with a unique view of the city.As of October 1, 2022, we rent this bright maisonette apartment on the Bruderholz with the following expansion standard: - kitchen with dishwasher and glass ceramic stove - Templet of the city - spacious entrance - large terrace and additional balcony - bathroom/toilet - shower/toilet - ownWashing machine/tumbler - bedroom with parquet floors - living rooms and bathrooms with easy -care marble or plate floors - small basement compartment The property is in a very family -friendly development.Please note that the pictures are a type -like apartment.If necessary, a parking space for CHF 170.00/month can be rented.We are looking forward to your contact.",10004423457,4.5,2790.0,4059.0,11.07.2022,0.0,On Top of Basel - Living on the Bruderholz in Basel Rent - Sultan Özgür - Tutti.ch,basel,Rental offers,https://www.tutti.ch/de/vi/basel/grossbasel/immobilien/wohnungen/on-top-of-basel-wohnen-auf-dem-bruderholz/10004423457,"https://c.tutti.ch/images/1000025085660.jpg,https://c.tutti.ch/images/1000025085657.jpg,https://c.tutti.ch/images/1000025085658.jpg,https://c.tutti.ch/images/1000025085659.jpg,https://c.tutti.ch/images/1000025085656.jpg,https://c.tutti.ch/images/1000025085660.jpg"
,"Rental period from September 1, 2022 (at least 1 month, by arrangement) in a very quiet and central location, near Basel SBB and public transport, we rent a fully equipped, totally renovated bright 1 Zi apartment, street side . 24m², on the ground floor with lift, 1 bedroom, freshly renovated. A maximum of 2 people. Direct link: Offer detail/57540/1-room apartment basel spallen/All Basel: Moeblated apartments/Basel/Additional remarks on rent: incl. Heating, electricity, water, internet, TV (including connection and subscription) The final cleaning is also paid. Parking, washing/cleaning service possible. Images can differ slightly in terms of furniture. Furniture: Duvets & Bed linen. modern. 1 double bed. Equipment: TV (including connection and subscription), Internet. Balcony / terrace / garden: 1 terrace 250m² (for use) kitchen: high -quality kitchen inventory. open kitchen. Bathroom / shower / toilet: hand and bath towels. 1 shower & toilet. Quotation picture: Grossbasel: Center on foot in 10 minutes. Safe and quiet residential area. Infrastructure Quartier: near cantonal hospital, university and synagogue. Shopping shops for daily needs in the immediate vicinity. Surroundings: urban surroundings, quiet location, shopping nearby. Public traffic: 3-minute walk to the public transport station Basel, synagogue. 7 minutes to travel to Basel SBB. Car: public parking. Automen entrance nearby. Keywords: Temporarily temporarily temporary living exposure WAZ short -term rent short -term rent short -term living transitional apartment. *************************************** 1 Room apartment in Basel - Spalen, Furnished. Rental Period from September 1, 2022 (min. 1 Month, by Arrangement) in a very quiet and central location, Close to Basel Sbb and Public Transport, We are Renting a Fully Furnished, Totally Renovated, Bright 1 Room Apartment, Street Side, By arrangement. The Flat has an entrance, Living Room, Kitchen and WC/Bathroom. 24m², Ground Floor with elevator, 1 Bedroom, Recently Renovated. 2 Person Max. Direct Link: Offer-Detail/57540/1-room apartment basel spallen/All Basel: Furnished-Apartments/Basel/Complementary Remarks on the Rent: Heating, Electricity, Water, Internet, TV (incl. Connection and Subscription) including the final cleaning is pay Additionally. Parking Space, Washing/Cleaning Service Possible. Pictures May Differ Slightly in Terms of Furnishings. Furniture: duvet & bed linen. modern. 1 double bed. Equipment: TV (incl. Connection and subscription), Internet. Balcony / Terrace / Garden: 1 Terrace 250m² (to be shared) Kitchen: High Quality Kitchen Inventory. Open kitchen area. Bath / Shower / Toilet: Hand & Bath Towels. 1 Shower & Toilet. Picturing the District: Grossbasel: Center by Feet Reachable in 10 minutes Safe and Quiet Residential area. Infrastucture in the District: Near Hospital, University and Synagogue. Shops for Daily Products Close-by. Environment: Urban Area, Quiet Location, Shopping Facilities Nearby. Public Transport: 3 min. To Walk to Public Transport Station Basel, Synagogue. 7 minutes to ride to train station Basel SBB. Car: Public Parking Nearby. Access to Motorway. Keywords: Shortterm Medium Term Expat Relocation Business HR Sabbatical Workation Digitalnomad.",10004423511,1,1450.0,4051.0,11.07.2022,24.0,"1 room apartment in Basel - Spalen, furnished in Basel - Rent - Ums AG - UntermietService - Temporary Housing - Tutti.ch",basel,Rental offers,https://www.tutti.ch/de/vi/basel/grossbasel/immobilien/wohnungen/1-zi-wohnung-in-basel-spalen-moebliert/10004423511,"https://c.tutti.ch/images/1000025085900.jpg,https://c.tutti.ch/images/1000025085903.jpg,https://c.tutti.ch/images/1000025085902.jpg,https://c.tutti.ch/images/1000025085904.jpg,https://c.tutti.ch/images/1000025085901.jpg,https://c.tutti.ch/images/1000025085900.jpg"
Erlenmattstrasse ,"In the Erlentor residential overtime, we offer beautiful generous 3.5 room apartments with the following expansion standard:. Parquet floor in the living rooms. Panel floors in toilet and bathroom. Bathroom and separate toilet.CHF 155.00) and motorcycle settings (CHF 50.00) can be rented if necessary.Are you interested?In that case, a visit pays off.",10004423515,3.5,2455.0,4058.0,11.07.2022,112.0,Rent urban living in Basel - Koradi Elena - Tutti.ch,basel,Rental offers,https://www.tutti.ch/de/vi/basel/kleinbasel/immobilien/wohnungen/staedtisches-wohnen/10004423515,"https://c.tutti.ch/images/1000025085920.jpg,https://c.tutti.ch/images/1000025085923.jpg,https://c.tutti.ch/images/1000025085924.jpg,https://c.tutti.ch/images/1000025085922.jpg,https://c.tutti.ch/images/1000025085921.jpg,https://c.tutti.ch/images/1000025085920.jpg"
Gustav ,"The apartment is located in a larger development, which has a park -like green courtyard.The apartment is equipped as follows: - fitted kitchen glass ceramic stove and dishwasher - bathroom/toilet with bathtub - living room with parquet floor - kitchen and corridor with plate floor - basement compartment - lift - balcony The apartment is not wheelchair -right.Please note that the images correspond to the expansion standard of a comparable apartment.We look forward to receiving your application.",10004423607,3,1470.0,4056.0,11.07.2022,68.0,Here is space for family life in Basel - Wincasa AG - Tutti.ch,basel,Rental offers,https://www.tutti.ch/de/vi/basel/grossbasel/immobilien/wohnungen/hier-ist-platz-fuer-familienleben/10004423607,"https://c.tutti.ch/images/1000025086362.jpg,https://c.tutti.ch/images/1000025086366.jpg,https://c.tutti.ch/images/1000025086363.jpg,https://c.tutti.ch/images/1000025086365.jpg,https://c.tutti.ch/images/1000025086364.jpg,https://c.tutti.ch/images/1000025086362.jpg"
Grenzacherstrasse ,"We rent a charming, bright and renovated 2-room apartment on the 3rd floor on 01.11.2022.The kitchen and bathroom were completely renovated.The property is located in the center of Basel.The object has the following equipment: parquet in the living room/bedroom Plättli in the kitchen and bathroom balcony basement compartment Supermarkt Migros compared to bus stops in the immediate vicinity of Wettsteinplatz in 3 minutes. The photos show you the type of expansion.Are you interested?We look forward to your inquiry.",10004423629,2,1510.0,4058.0,11.07.2022,0.0,Renovated apartment in a first -class location!Rent in Basel - Tsering Dowa - Tutti.ch,basel,Rental offers,https://www.tutti.ch/de/vi/basel/kleinbasel/immobilien/wohnungen/sanierte-wohnung-an-erstklassiger-lage/10004423629,https://c.tutti.ch/images/1000025086465.jpg
,"Are you looking for a large, beautiful and bright family apartment?We have the right thing for you.- Very large living room - rooms with parquet floors - wet zone with plates - separate toilet - fitted kitchen with dishwasher - large balcony - Lift available car adjustment spaces can be rented for CHF 160.00/month.If we have aroused your interest, do not hesitate to contact us for a viewing date.We look forward to you.",10004423763,4.5,2130.0,4055.0,11.07.2022,103.0,Rent a bright 4.5 room apartment with a large balcony in Basel - Martin Dominic - Tutti.ch,basel,Rental offers,https://www.tutti.ch/de/vi/basel/grossbasel/immobilien/wohnungen/helle-4-5-zimmerwohnung-mit-grossem-balkon/10004423763,"https://c.tutti.ch/images/1000025087121.jpg,https://c.tutti.ch/images/1000025087122.jpg"
Elisabethenstrasse ,"We rent this top modern and freshly renovated 3.0 room apartment in the heart of Basel immediately or by appointment. The apartment convinces with the following advantages: · Living room and bedroom as well as kitchen with parquet floor · Bathroom with light, easy-care panel floor · Large living room with lots of daylight · Bright and spacious bedrooms · Kitchen with glass ceramic stove, dishwasher, oven at the height of the view and sufficient storage space for your kitchen utensils · Bathroom with toilet, lavabo, mirror cabinet and bathtub · Large balcony for cozy sunny hours · Own basement compartment The pet posture is allowed in this property. Environment: · The property is located in the middle of Basel · Various shops are in the immediate vicinity · Basel train station can be reached in a very short time · The city of Basel offers everything your heart desires. Please note that the images are Serve reference images and deviate from the original. Have we piqued your interest? For a viewing date, please contact us in writing using the contact form. We look forward to your inquiry.",10004423994,3,3050.0,4051.0,11.07.2022,79.0,Rent the peak apartment in a perfect location in Basel - Team Reimanation Mitte - Tutti.ch,basel,Rental offers,https://www.tutti.ch/de/vi/basel/grossbasel/immobilien/wohnungen/dachwohnung-an-perfekter-lage/10004423994,"https://c.tutti.ch/images/1000025089101.jpg,https://c.tutti.ch/images/1000025089103.jpg,https://c.tutti.ch/images/1000025089104.jpg,https://c.tutti.ch/images/1000025089105.jpg,https://c.tutti.ch/images/1000025089102.jpg,https://c.tutti.ch/images/1000025089101.jpg"
Mittlere Strasse ,"2 rooms furnished with weekly cleaning equipment: living room + bedroom furnished kitchen with granite cover, glass ceramic stove, GWM, microwelle compact oven, washing machine combination device, Nespresso machine and dishes available bed/frotewashes bathroom/toilet, TV, internet adslae cable and garden seating area forUse",10004424779,2,2200.0,4056.0,12.07.2022,50.0,Rent furnished apartment with full service in Basel - Claudine Sommer - Tutti.ch,basel,Rental offers,https://www.tutti.ch/de/vi/basel/grossbasel/immobilien/wohnungen/moeblierte-wohnung-mit-vollservice/10004424779,"https://c.tutti.ch/images/1000025196930.jpg,https://c.tutti.ch/images/1000025196931.jpg,https://c.tutti.ch/images/1000025196932.jpg,https://c.tutti.ch/images/1000025196869.jpg,https://c.tutti.ch/images/1000025196870.jpg,https://c.tutti.ch/images/1000025196930.jpg"
Bechburgerstrasse ,We rent this bright and spacious 4.5 room apartment with the following expansion standard in the broad quarters near the trendy Birsköpfli: - Kitchen with dishwasher - bathroom/toilet - separate toilet toilet with washing machine and tumbler - sunny balcony on the quiet back yard side- Keller compartment The 'Breite' bus and tramstation and shops are in the immediate vicinity.We are looking forward to your contact.,10004424903,4.5,1890.0,4052.0,12.07.2022,0.0,"Spacious and bright, near Birsköpfli / Rhein rent in Basel - Sultan Özgür - Tutti.ch",basel,Rental offers,https://www.tutti.ch/de/vi/basel/grossbasel/immobilien/wohnungen/grosszuegig-hell-naehe-birskoepfli-rhein/10004424903,"https://c.tutti.ch/images/1000025093517.jpg,https://c.tutti.ch/images/1000025093521.jpg,https://c.tutti.ch/images/1000025093518.jpg,https://c.tutti.ch/images/1000025093519.jpg,https://c.tutti.ch/images/1000025093520.jpg,https://c.tutti.ch/images/1000025093517.jpg"
Hegenheimerstrasse ,"Unique Serviced Living @ Airport Line All apartments are quiet.Museums, shops, restaurants and bars in Basel city center can be easily reached and enjoyed in 15 minutes.10 minutes of walking distance to the Spalentor.The stops of TRAM No. 1 and 3 and bus lines 31 and 38 are in just 2 minutes of walking distance and connect to the Basel trade fair, larger multinational companies, the SBB station and the airport bus route.",10004425182,3.5,2850.0,4055.0,12.07.2022,69.0,Unique Serviced Living @ Airport Line Rent in Basel - Swisslodging AG - Tutti.ch,basel,Rental offers,https://www.tutti.ch/de/vi/basel/grossbasel/immobilien/wohnungen/unique-serviced-living-airport-line/10004425182,"https://c.tutti.ch/images/1000025095157.jpg,https://c.tutti.ch/images/1000025095159.jpg,https://c.tutti.ch/images/1000025095158.jpg,https://c.tutti.ch/images/1000025095161.jpg,https://c.tutti.ch/images/1000025095160.jpg,https://c.tutti.ch/images/1000025095157.jpg"
Colmarerstrasse ,"Unique Serviced Living @ Burgfelderplatz between Schützenmattpark and Kannenfeldpark, both of whom are suitable for leisure and recreation activities, we rent this fully furnished and well-kept apartment in calm and well-connected residential accommodation.Direct foot distance to the University of Basel and the beautiful old town of Basel.Tram line 3 and 1 and the airport bus are approx. 150 meters away.",10004425253,2,1890.0,4055.0,12.07.2022,41.0,Unique Serviced Living @ Burgfelderplatz in Basel Rent - Veronica Lema - Tutti.ch,basel,Rental offers,https://www.tutti.ch/de/vi/basel/grossbasel/immobilien/wohnungen/unique-serviced-living-burgfelderplatz/10004425253,"https://c.tutti.ch/images/1000025095518.jpg,https://c.tutti.ch/images/1000025095515.jpg,https://c.tutti.ch/images/1000025095517.jpg,https://c.tutti.ch/images/1000025095514.jpg,https://c.tutti.ch/images/1000025095516.jpg,https://c.tutti.ch/images/1000025095518.jpg"
Grenzacherstrasse ,"In a great location between Wettsteinplatz and Roche, we rent a renovated, bright apartment.3-room apartment in the 4th of the 4:- Large entrance- fitted kitchen with gas stove, dishwasher, oven and refrigerator- living room- two bedrooms with access to the balcony- bathroom with bathtub- separate toilet- balcony approx. 6 m2- basement compartment approx. 4 m2 publicTransportation, shopping, kindergartens and schools as well as the Rhine can be reached in a short walk.",10004425386,3,1710.0,4058.0,12.07.2022,70.0,Rent a bright apartment near Wettsteinplatz in Basel - Diren Akdemir - Tutti.ch,basel,Rental offers,https://www.tutti.ch/de/vi/basel/kleinbasel/immobilien/wohnungen/helle-wohnung-naehe-wettsteinplatz/10004425386,"https://c.tutti.ch/images/1000025095989.jpg,https://c.tutti.ch/images/1000025095988.jpg,https://c.tutti.ch/images/1000025095991.jpg,https://c.tutti.ch/images/1000025095992.jpg,https://c.tutti.ch/images/1000025095990.jpg,https://c.tutti.ch/images/1000025095989.jpg"
Waldenburgerstrasse ,"We rent a renovated apartment near Rhine bank.3 -room apartment on the 3rd floor: - Entrée with a wall cabinet - Open kitchen with GWM and glass ceramic hob - living / dining room with access to the balcony - 2 bedrooms with light parquet - renovated bathroom with bathtub - spacious balcony - basement compartment public transport is in close close range, Rhine promenade, kindergartens and schools in a short walking distance.",10004425387,3,1750.0,4052.0,12.07.2022,72.0,Rent near Rhein in Basel - Diren Akdemir - Tutti.ch,basel,Rental offers,https://www.tutti.ch/de/vi/basel/grossbasel/immobilien/wohnungen/wohnen-naehe-rhein/10004425387,"https://c.tutti.ch/images/1000025095997.jpg,https://c.tutti.ch/images/1000025095993.jpg,https://c.tutti.ch/images/1000025095994.jpg,https://c.tutti.ch/images/1000025095996.jpg,https://c.tutti.ch/images/1000025095995.jpg,https://c.tutti.ch/images/1000025095997.jpg"
Pfeffingerstrasse ,The highlights: · separate kitchen · bath/toilet · parquet interested?Do not hesitate to contact us,10004425466,1,820.0,4053.0,12.07.2022,35.0,Rent living in the lively Gundelding quarters in Basel - Michael Hess - Tutti.ch,basel,Rental offers,https://www.tutti.ch/de/vi/basel/grossbasel/immobilien/wohnungen/wohnen-im-lebhaften-gundeldingerquartier/10004425466,
Missionsstrasse ,"Domicile Apartments Include Everything You Need To Help You Feel at Home Abroad. This fully Furnished Apartment is in a Safe Area of ​​the City, Near Excellent Public Transport to the Main Train Station and Airport, Shopping and Includes: High Speed ​​Wireless Internet Flat Screen Tv With Package English Channels Kitchen With all Amenities Bedding, Linen and West A sofa bed for guests housekeeping service administration service during office hour 24/7 Emergency service our rental price included, lighting, warm water, internet, administration and cleaning services. The only other cost is the once only final cleaning fairy. We do not Charge Commission. We can thus offer you Additional Services to make your more Comfortable Such as: Initial Food Shopping Upon Arrival Washing and Bath Linens Please Consult for COMPANY Information on our Company and Additional Services. Domicile is an established company Working with all large corporations in Basel and has provided a home abroad to over a thousand people sion it up in 2005. We are a pro holder of the b corp certificate - a quality label for sustainable business and social Responsibility.",10004425577,1,1800.0,4055.0,12.07.2022,30.0,Lovely One Room Apartment Near Spallentor Rent in Basel - Ann Eisner - Tutti.ch,basel,Rental offers,https://www.tutti.ch/de/vi/basel/grossbasel/immobilien/wohnungen/lovely-one-room-apartment-near-spalentor/10004425577,"https://c.tutti.ch/images/1000025097256.jpg,https://c.tutti.ch/images/1000025097258.jpg,https://c.tutti.ch/images/1000025097255.jpg,https://c.tutti.ch/images/1000025097257.jpg,https://c.tutti.ch/images/1000025097254.jpg,https://c.tutti.ch/images/1000025097256.jpg"
,"Beautiful tree gartner apartment on Sevogelstrasse. With spacious balcony and garden for communal use. Suitable for couple or 2 -series. We rent our furnished 3-room apartment in the Gellert district at the summer casino. The apartment is on the 1st floor of a tree gartner house with young/friendly tenants. The 3 spacious rooms all have a fishing bitch and high rooms. There is a room to the balcony with a large double bed (180x200), closet and small work table. It has 2 rooms on the street side that are connected to each other with a glass wing door. An opaque acoustic curtain lets the rooms divide well. One is equipped with a bed (120x200) and a large work table. In the other room there is a round dining table, a long sofa, as well as a projector with canvas for cinema evenings. The kitchen is fully equipped with dishes, pans, etc. It has a dishwasher, oven, glass ceramic, large fridge, as well as a washing machine/tumbler. The bathroom with the blue tiles has a bathtub and window to the balcony. Rental period: from now on or by appointment up to max. 30.06.2023",53465116,3,2950.0,4052.0,12.07.2022,75.0,Rent furnished apartment for sublease in Basel - Tutti.ch,basel,Rental offers,https://www.tutti.ch/de/vi/basel/grossbasel/immobilien/wohnungen/moeblierte-wohnung-zur-untermiete/53465116,"https://c.tutti.ch/images/8597534554.jpg,https://c.tutti.ch/images/8549270461.jpg,https://c.tutti.ch/images/8536783479.jpg,https://c.tutti.ch/images/8561757443.jpg,https://c.tutti.ch/images/8515773178.jpg"
Leimenstrasse ,"In a very quiet and central location, near Basel SBB u. Public traffic, we rent a fully equipped part of the renovated 2.5 room apt. The apartment has a nice salon, 1 bedroom, entré, a kitchen, dining, bathroom / toilet. Equipment: flat-screen TV with fiber optic connection (fibre) 250 +transmitter (several languages), high-speed internet, complete kitchen inventory, toaster, microwave, bed, frotté and kitchen linen etc. For co-use: 250 m² roof terrace with breathtaking views. Everything is inclusive in the rental price: additional costs (heating, electricity & water), complete furniture, flat-screen TV, internet connection, complete kitchen inventory, hand & bathing towels, Duvets & Bed linen are included. For co -use: 250 m² roof terrace with a breathtaking view. Excellent service of administration as well as the home manager. Price: instead of: 1980.- Now: 1790 .-/month deposit: A monthly rent for the price is only the final cleaning. The following services are exclusive: Cleaning, ironing, laundry service Parking Parking for washing machine connection Description in Quiet Area & Centrally Located Near Main Train Station, Public Transport and Shops, This Apartment is now Available for Rent , Fully Furnnished and Fully Equiped. There is a nice living room, bedroom, entrance, kitchen, dinette, bathroom/ toilet. Flat screen TV with fibre Connection 250 + channel (Various Languages) Highspeed Internet Complete Kitchen Equipment, Toaster, Microwave Bedding, Towels, Kitchen Towels etc. Our Business Apartments, Everything is included in the rental price: heating, electricity & water, venue, flat screen TV, internet, kitchenware, hand & bath town, Duvets & Bed Linen). For shared use: Big Balcony (F200 m²) with Breath Taking View over Basel Super Administration Services from Office as Well as from Care Taker. Price: Was: 1980.- now: 1790 .-/Month Deposit: One Month 'Rent the only Additional cost is the final cleaning. The Following Services Are Exclusive: Cleaning, Ironing & Laundry Service Parking Possibility for Washing Machine Connection",10004425932,2.5,1790.0,4051.0,12.07.2022,55.0,Rent Business Apartment Quiet & Central & Roof -Deck with in Basel - Michael Lang Max Meyer - Tutti.ch,basel,Rental offers,https://www.tutti.ch/de/vi/basel/grossbasel/immobilien/wohnungen/business-apartment-quiet-central-roof-deck-with/10004425932,"https://c.tutti.ch/images/1000025098962.jpg,https://c.tutti.ch/images/1000025098964.jpg,https://c.tutti.ch/images/1000025098965.jpg,https://c.tutti.ch/images/1000025098963.jpg,https://c.tutti.ch/images/1000025098966.jpg,https://c.tutti.ch/images/1000025098962.jpg"
Lehenmattstrasse ,"As of August 1, 2022 or by appointment, we rent a renovated 2.5 room apartment in a frequent location.The apartment is equipped as follows: - clinker floor in the corridor - plate floor in the kitchen and wet room - parquet in the living room and bedroom - wet room with spacious bathtub - modern kitchen with glass ceramic hob and dishwasher - have we sparked your interest?We are happy to provide you with additional information.",10004425998,2.5,1650.0,4052.0,12.07.2022,75.0,Rent a renovated 2.5 room apartment on a frequent location in Basel - Ilaria Rinaldi -Vrljic - Tutti.ch,basel,Rental offers,https://www.tutti.ch/de/vi/basel/grossbasel/immobilien/wohnungen/sanierte-2-5-zimmerwohnung-an-frequenter-lage/10004425998,"https://c.tutti.ch/images/1000025099388.jpg,https://c.tutti.ch/images/1000025099390.jpg,https://c.tutti.ch/images/1000025099389.jpg,https://c.tutti.ch/images/1000025099391.jpg,https://c.tutti.ch/images/1000025099392.jpg,https://c.tutti.ch/images/1000025099388.jpg"
Birsigstrasse ,"Small but nice!Here you can expect a very tastefully and completely modernized apartment with a compact floor plan, ideal for 1-2 people or as a second apartment.The apartment offers you a modern fitted kitchen with an oven, glass ceramic stove and dishwasher. In addition, a homely bathroom, a living/ dining room and a separate bedroom are included.The apartment lies entirely towards the courtyard side.The house has a lift.Of course, the situation in the Paulus district is no less attractive.In a few minutes you can reach shops, tram and bus.The connection to the SBB station and downtown Basel is ideal.",10004426041,2,1350.0,4054.0,12.07.2022,38.0,Very nice 2 -room apartment in the Paulusquartier (with lift) rent in Basel - Fabian Suter - Tutti.ch,basel,Rental offers,https://www.tutti.ch/de/vi/basel/grossbasel/immobilien/wohnungen/sehr-schoene-2-zimmer-wohnung-im-paulusquartier-mit-lift/10004426041,"https://c.tutti.ch/images/1000025099654.jpg,https://c.tutti.ch/images/1000025099653.jpg,https://c.tutti.ch/images/1000025099655.jpg,https://c.tutti.ch/images/1000025099656.jpg,https://c.tutti.ch/images/1000025099652.jpg,https://c.tutti.ch/images/1000025099654.jpg"
Ryffstrasse ,"We rent out now or by appointment Ryffstrasse 16, 4056 Basel on the 4th floor of the 4 1/2 room apartment 112 m2 on the 4th floor, lift directly into the apartment room with parquet floors cuisine, gang, bathroom/toilet and toilet/shower with plate floorsOwn washing machine and dryer in the wardrobe and wall cabinet entrance good shopping facilities and public transport in walking distance",10004426042,3.5,2380.0,4056.0,12.07.2022,112.0,Rent the attic apartment in Basel in Basel - Tutti.ch,basel,Rental offers,https://www.tutti.ch/de/vi/basel/grossbasel/immobilien/wohnungen/attikawohnung-in-basel/10004426042,"https://c.tutti.ch/images/1000025099659.jpg,https://c.tutti.ch/images/1000025099657.jpg,https://c.tutti.ch/images/1000025099661.jpg,https://c.tutti.ch/images/1000025099660.jpg,https://c.tutti.ch/images/1000025099658.jpg,https://c.tutti.ch/images/1000025099659.jpg"
,"As of October 1, 2022, we rent this 3.5-room maisonette apartment with roof terrace, which convinces with the following properties:-Living area/sleeping area and kitchen with light plate soils in elegant wood look-open kitchen with glass ceramic stove, dishwasher, washing/drying combination deviceAnd spot lighting - bathroom/toilet with shower - Large and sunny roof terrace on the courtyard side - basement compartment Connection of public transport is in close proximity.For a viewing date, you are welcome to contact Mr. Wiss No. 077 503 82 45 (Monday between 6 p.m.-9 p.m. + Fri. 8 a.m. to 6 p.m.).We are looking forward to your contact.",10004426262,3.5,1990.0,4056.0,12.07.2022,76.0,Rent a modern apartment at central warehouse in Basel - Utonova AG - Tutti.ch,basel,Rental offers,https://www.tutti.ch/de/vi/basel/grossbasel/immobilien/wohnungen/moderne-wohnung-an-zentraler-lager/10004426262,"https://c.tutti.ch/images/1000025100727.jpg,https://c.tutti.ch/images/1000025100724.jpg,https://c.tutti.ch/images/1000025100723.jpg,https://c.tutti.ch/images/1000025100725.jpg,https://c.tutti.ch/images/1000025100726.jpg,https://c.tutti.ch/images/1000025100727.jpg"
Voltastrasse ,We rent a comfortable 1-room apartment in a renovated old building property.The garden is available to all tenants for joint use.1 -room apartment in the high parterre: - fitted kitchen with a glass ceramic hob - shower/toilet with stoneware panels - forecourt and room with parquet floor - basement compartment public transport and shops are in close proximity.,10004426263,1,850.0,4056.0,12.07.2022,26.0,1 -room apartment in a renovated old building near Voltaplatz in Basel Rent - Madiba Immobilien AG - Tutti.ch,basel,Rental offers,https://www.tutti.ch/de/vi/basel/grossbasel/immobilien/wohnungen/1-zimmerwohnung-in-renoviertem-altbau-naehe-voltaplatz/10004426263,"https://c.tutti.ch/images/1000025100728.jpg,https://c.tutti.ch/images/1000025100729.jpg,https://c.tutti.ch/images/1000025100730.jpg,https://c.tutti.ch/images/1000025100732.jpg,https://c.tutti.ch/images/1000025100731.jpg,https://c.tutti.ch/images/1000025100728.jpg"
,"Information to prospective tenants: This property is owned by the Surinam Foundation. The Surinam Foundation is one of its main task to provide affordable housing at families with children. The advertised rent assumes the financial and family requirements of a tenant pricing authorized. The regular rent is CHF 1'045.00/month. plus CHF 240.00/month. (Aconto). All details on the requirements for a subsidy can be found on rent on October 1, 2022: 3-room roof apartment, 2nd floor, 63.5 m2 (52 m2 from head height 1.8 m). All rooms have thresholdless oak parquet floor. Living room/kitchen (granite cover) with first -high ceiling. There are also shower/toilet and 2 rooms. The apartment is equipped with comfort ventilation. Keller in the basement (12 m2) and bike underwire in front of the house. No balcony. Are you interested? You are welcome to contact us for a viewing date! H300922-wendzscherpe",10004426269,3,1076.0,4058.0,12.07.2022,63.0,Surinam Foundation: Modern 3 -room apartment in Basel Rent - Xeno Rehm - Tutti.ch,basel,Rental offers,https://www.tutti.ch/de/vi/basel/kleinbasel/immobilien/wohnungen/surinam-stiftung-moderne-3-zimmer-wohnung/10004426269,"https://c.tutti.ch/images/1000025100765.jpg,https://c.tutti.ch/images/1000025100764.jpg,https://c.tutti.ch/images/1000025100766.jpg,https://c.tutti.ch/images/1000025100763.jpg,https://c.tutti.ch/images/1000025100762.jpg,https://c.tutti.ch/images/1000025100765.jpg"
